Datasets,Data period,Last updated,Datatype,Source,Dataset url,Date_of_check
Foreign Workforce Excluding Foreign Domestic Workers,Dec 2017 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_f757d4b9db7c8977def084f0a51a46b5/view,17/03/2024 20:23:04
"Number of Foreign Domestic Workers and Construction, Marine, Process Work Permit Holders",Dec 2017 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_4fb775d3cc311989261fae4ad22dde09/view,17/03/2024 20:23:04
Stock of Foreign Workforce by Pass Type,Dec 2017 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_ca90ebca85472a1bf8fb01362b7233fa/view,17/03/2024 20:23:04
Total Foreign Workforce,Dec 2017 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_5105c8c24199312306d1dd38bbc560a8/view,17/03/2024 20:23:04
Government Procurement via GeBIZ,Apr 2018 - Mar 2023,Updated 9 months ago,CSV,Ministry of Finance (MOF),https://beta.data.gov.sg/datasets/d_acde1106003906a75c3fa052592f2fcb/view,17/03/2024 20:23:04
Trade Disputes Referred for Conciliation by Nature of Trade Dispute,Jan 2005 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_c45e8a5f0fd6e51e83cfb6105dc2e1bd/view,17/03/2024 20:23:04
Trade Disputes Referred for Conciliation - Topline,Jan 2005 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_3df7dc96c9e35c717dda7dccb53a00dd/view,17/03/2024 20:23:04
Trade Disputes Referred for Conciliation by Industry,Jan 2005 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_9903b834a7d5456b674c9c8ecc7fa6f0/view,17/03/2024 20:23:04
Industrial Stoppages,Jan 2005 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_d6ca76fe9e8d58d436a5a34db0321e28/view,17/03/2024 20:23:04
Population of Inmates in Drug Rehabilitation Centre (DRC) by Education Level,Jan 2006 - Dec 2022,Updated 1 year ago,CSV,Singapore Prison Service (SPS),https://beta.data.gov.sg/datasets/d_949f02d8e5f54488a5d6a48a6d9f5e50/view,17/03/2024 20:23:04
Description of variables,Dec 2018 - Mar 2019,Updated 9 months ago,CSV,"Ministry of Culture, Community and Youth (MCCY)",https://beta.data.gov.sg/datasets/d_6b8a71d993dec5e5096cf1dd9befc1a2/view,17/03/2024 20:23:04
"Number of Salary Claims by Claim Items, Annual",Jan 2018 - Dec 2022,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_f5d9209c996b9d9fc6c2a781aa23fcbf/view,17/03/2024 20:23:04
Completion Count of CET Skills And Continuing Academic Education Programmes at ITE,Jan 2010 - Dec 2022,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_12f286e0ae3a84389b545888de250e4b/view,,17/03/2024 20:23:04
Number of Graduates from Full-Time and Traineeship Programmes at ITE,Jan 2011 - Dec 2022,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_4c00177b84dc5fd467146c5c1e58e469/view,,17/03/2024 20:23:04
Training Places of CET Skills And Continuing Academic Education Programmes at ITE,Jan 2010 - Dec 2022,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_d1fbb24161f78e72bed494bd2ba9d091/view,,17/03/2024 20:23:04
Intake Count of Full-Time and Traineeship Programmes at ITE,Jan 2011 - Dec 2022,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_2def6f1e961d452f8073650bba251273/view,,17/03/2024 20:23:04
Course fees of part-time Higher Nitec courses offered in ITE,Jan 2013 - Dec 2023,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_1aad8101cfc40f6fd550cef8389969bc/view,,17/03/2024 20:23:04
Fees for ITE Full-Time Higher Nitec and Nitec Courses by Year and Participant Category,Jan 2013 - Dec 2023,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_7d1568686442d85d69dc476e4926d5e1/view,,17/03/2024 20:23:04
Course fees of full-time Diploma courses offered in ITE,Jan 2013 - Dec 2023,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_c0a089b996ff6bc6aaf500fde725464e/view,,17/03/2024 20:23:04
ITE Course Catalog,Jan 2014 - Dec 2023,Updated 9 months ago,CSV,https://beta.data.gov.sg/datasets/d_16d9275596a083bdcd1b3a3ce97f6ffa/view,,17/03/2024 20:23:04
Streetwise Programme New Cases (By Gender),Jan 2012 - Dec 2021,Updated 9 months ago,CSV,Ministry of Social and Family Development (MSF),https://beta.data.gov.sg/datasets/d_40448b84da06a11f4af40956383ba7c5/view,17/03/2024 20:23:04
Guidance Programme Completion Rate,Jan 2011 - Dec 2021,Updated 9 months ago,CSV,Ministry of Social and Family Development (MSF),https://beta.data.gov.sg/datasets/d_8a9659c3600f470c6095df1bf68d8d6b/view,17/03/2024 20:23:04
Guidance Programme New Cases (By Age),Jan 2010 - Dec 2021,Updated 9 months ago,CSV,Ministry of Social and Family Development (MSF),https://beta.data.gov.sg/datasets/d_c9456021d535c9a57013bd0a4fc7690c/view,17/03/2024 20:23:04
Guidance Programme New Cases (By Gender),Jan 2010 - Dec 2021,Updated 9 months ago,CSV,Ministry of Social and Family Development (MSF),https://beta.data.gov.sg/datasets/d_9fe8e6ca9d8936e197c54e45ea248d83/view,17/03/2024 20:23:04
Top Sports & Physical Activities – Males,Jan 2016 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_b8eca5ac5d02cc48edd5ebb7a3b01b1b/view,17/03/2024 20:23:04
Top Sports & Physical Activities – 60+ years old,Jan 2016 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_83687c0e602bec2e26e4f2b0faedf526/view,17/03/2024 20:23:04
Top Sports & Physical Activities – Females,Jan 2016 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_279af3f41c0b240d3a6f05a0417fd58e/view,17/03/2024 20:23:04
Top Sports & Physical Activities – Chinese,Jan 2016 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_961bfc0ba42c70a4c2e4586b8b3c4ec0/view,17/03/2024 20:23:04
Professional Engineers with Practising Certificates,Jan 2023 - May 2023,Updated 9 months ago,CSV,Building and Construction Authority (BCA),https://beta.data.gov.sg/datasets/d_bcab7e28ab6603edfbe2a15a7656f9ce/view,17/03/2024 20:23:04
Number of residents admitted into Transitional Shelters by type of cases,Jan 2019 - Feb 2023,Updated 9 months ago,CSV,Ministry of Social and Family Development (MSF),https://beta.data.gov.sg/datasets/d_1c25a8e53f8092448c98cb686739db30/view,17/03/2024 20:23:04
Top Sports & Physical Activities – Overall,Jan 2016 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_36ff9bbf1221c3d36ba23ca790ae65a5/view,17/03/2024 20:23:04
Motivations to Participate in Sport / Physical Activity (2021),Jan 2022 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_eb25dc376346bc79afabe9803cfd9891/view,17/03/2024 20:23:04
Barriers to Participation in Sport / Physical Activity (2021),Jan 2022 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_dfe8ada0639b2a892c48e82cf5cb39ae/view,17/03/2024 20:23:04
Regular (at least 1x per week) Participation By Age Group,Jan 2015 - Dec 2022,Updated 9 months ago,CSV,Sport Singapore (SPORT),https://beta.data.gov.sg/datasets/d_8aa2540e2abb980dabd1207fc6efc046/view,17/03/2024 20:23:04
"Married Couples in Resident Households by Age Group of Husband and Wife, and Ethnic Group of Couple, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_19072aa14841d955f586a7b5aa056eac/view,17/03/2024 20:23:04
Government Manpower,Apr 1997 - Mar 2024,Updated 9 months ago,CSV,Ministry of Finance (MOF),https://beta.data.gov.sg/datasets/d_d40b6415b68ea465a17820891fd757fb/view,17/03/2024 20:23:04
Total Industrial Arbitration Court Awards,Jan 2005 - Dec 2018,Updated 9 months ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_f039243724b68230683ded4014f64fe2/view,17/03/2024 20:23:04
Government Operating Revenue,Apr 1997 - Mar 2024,Updated 9 months ago,CSV,Ministry of Finance (MOF),https://beta.data.gov.sg/datasets/d_4d9a5480901e91ee4d50695342bbe15f/view,17/03/2024 20:23:04
Total Air Cargo Discharged in Tonnes by Country,Jan 1986 - Jul 2019,Updated 9 months ago,CSV,Civil Aviation Authority of Singapore (CAAS),https://beta.data.gov.sg/datasets/d_7bb9883267ddd43edf7b7738474bf663/view,17/03/2024 20:23:04
Total Mobile Phone Subscriptions,Jan 1997 - Aug 2020,Updated 9 months ago,CSV,Info-communications Media Development Authority (IMDA),https://beta.data.gov.sg/datasets/d_8fa4828ceee7d00cce976470a934494c/view,17/03/2024 20:23:04
Government Expenditure by Type,Apr 1997 - Mar 2024,Updated 9 months ago,CSV,Ministry of Finance (MOF),https://beta.data.gov.sg/datasets/d_6d4cbe91b3aae545525785187af683f9/view,17/03/2024 20:23:04
"Death Rates, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_82aa2d4a614ce0f70d63da87dacce2d2/view,17/03/2024 20:23:04
"Contribution to Growth in Total Demand In Chained (2015) Dollars, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d43c91207d9b71c35c7ac56baee25a26/view,17/03/2024 20:23:04
"Average Monthly Household Income from Each Source by Income Quintile, Quinquennial",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_39642a1860dba5aab2160296310cec90/view,17/03/2024 20:23:04
"Resident Households by Age Group and Highest Qualification Attained of Head of Household, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d186935c61c4f57de0e65cc26d5cfdcc/view,17/03/2024 20:23:04
"Gross Fixed Capital Formation at Current Prices, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d43aa680b39e77da46ef076d81e183b3/view,17/03/2024 20:23:04
"Marriages under the Administration of Muslim Law Act by Ethnic Group and Age Group of Grooms and Brides, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_fca85cd7320c28c28645903a3477e0e7/view,17/03/2024 20:23:04
"Divorces under the Women's Charter by Sex, Ethnic Group and Age at Marriage of Divorcees, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_7b563e94d6843aec5fff9aca94723fda/view,17/03/2024 20:23:04
"Resident Polytechnic Graduates Aged 15 Years and Over by Field of Study, Country Where Highest Qualification was Attained and Sex, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_ce4186165f0d632cdc00434304128fec/view,17/03/2024 20:23:04
"Median Age at First Marriage of Grooms and Brides by Educational Qualification, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_3c1dfeeeb81abd225336d6d07f993bd5/view,17/03/2024 20:23:04
"Resident Households by Marital Status, Ethnic Group and Sex of Head of Household, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_8c17abab9db60d92b00667349d418088/view,17/03/2024 20:23:04
Divorces under the Women's Charter by Ethnic Group of Couple and Month of Divorce,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_847995f138260f95cfc1fe9dd5839ec8/view,17/03/2024 20:23:04
"Operating Expenditure for All Services Industries, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_5d4e438179da14977e075e804ae0264c/view,17/03/2024 20:23:04
"Divorces under the Administration of Muslim Law Act by Sex and Age Group of Divorcees, and Duration of Marriage, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_a5fad7ec1edff76a529639b17f776bf7/view,17/03/2024 20:23:04
"Resident Students Aged 5 Years and Over by Planning Area and Travelling Time to School, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_98bcbe477f41e5de4583eb81b150091b/view,17/03/2024 20:23:04
Distribution of Monthly Household Expenditure by Type of Goods and Services and Age Group of Main Income Earner,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_a4e8236d5b90f89ab5d41f036821b8d9/view,17/03/2024 20:23:04
"Married Couples in Resident Households by Highest Qualification Attained of Husband and Wife, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_138b89068bd5139246425f24c22c709a/view,17/03/2024 20:23:04
"Net Capital Stock In Chained (2015) Dollars by Type Of Assets, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_dfed5649709da51a9cb32b8cff54418d/view,17/03/2024 20:23:04
"Resident Working Persons Aged 15 Years and Over by Usual Mode of Transport to Work, Gross Monthly Income from Work and Sex, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_c2a4c3cef6d88625bf3a1da2d3634588/view,17/03/2024 20:23:04
"Resident Population Aged 15 Years and Over by Language Literate In, Age Group, Sex and Ethnic Group, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_34525d5432f51a1028ab1af937884b3c/view,17/03/2024 20:23:04
Households by Monthly Household Expenditure and Number of Working Persons,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_bf9988891ffd9549906865d04027eb54/view,17/03/2024 20:23:04
"Gross Domestic Product In Chained (2015) Dollars, By Industry (SSIC 2015 Version 2018), (SA), Annualised Growth Rate, Quarter On Quarter",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d332f23c72132b2581ec2047e6cd823b/view,17/03/2024 20:23:04
"Median Age of Male Divorcees under the Administration of Muslim Law Act by Ethnic Group, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_778d92bd9604a1b45f19740d936ccff2/view,17/03/2024 20:23:04
"Resident Population Aged 65 Years and Over in Resident Households by Age Group, Mobility Status and Sex, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_17bf2d749757d58799562748b3381755/view,17/03/2024 20:23:04
Households by Monthly Household Income and Working Status/Occupation of Main Income Earner,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_3ad9a45ba287eccf7e29e649fedad52b/view,17/03/2024 20:23:04
"Resident Households by Household Structure and Household Size, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_115e3827cc2f363d6408739c762065a0/view,17/03/2024 20:23:04
Households by Income Quintile and Type of Dwelling,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_0d6dcc435984c92a59ad446eec0a7cd7/view,17/03/2024 20:23:04
"Married Couples in Resident Households by Ethnic Group of Husband and Wife, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_4158b50d94f226f94090a56ec50d25a0/view,17/03/2024 20:23:04
"Gross Domestic Product In Chained (2015) Dollars, By Industry (SSIC 2015 Version 2018), Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_e4581af72cb8d225b814b385acd0493b/view,17/03/2024 20:23:04
"Expenditure on Gross Domestic Product In Chained (2015) Dollars, Quarterly, (SA)",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_eb4f1fd541b01477c7ff5d722a3f43b8/view,17/03/2024 20:23:04
"Changes in Total Demand In Chained (2015) Dollars, Quarterly",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_ea16fd2137d0a6795df55837e2a8cd61/view,17/03/2024 20:23:04
"Divorces under the Women's Charter by Ethnic Group of Couple and Duration of Marriage, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_98911d7b949bab8de3041295ab2915c9/view,17/03/2024 20:23:04
"Average Monthly Household Income by Income Quintile and Type of Dwelling, Quinquennial",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_f005fba59848ea48f012fe114b7434d3/view,17/03/2024 20:23:04
Average Monthly Household Expenditure by Type of Goods and Services (Broad) and Expenditure Quintile,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_20fddd80ea1db9eae8a112a13dedfa10/view,17/03/2024 20:23:04
Households by Main Source of Household Income and Type of Dwelling,Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_99c0b9f2247149b3f11113fe516c6740/view,17/03/2024 20:23:04
"Resident Households by Household Structure and Highest Qualification Attained of Head of Household, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_b722386d2a491cf8a5dd16be59075370/view,17/03/2024 20:23:04
"Chinese Resident Population by Age Group, Dialect Group and Sex, 2015",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_89374b385a3d2b4b9b4bc5782d4c5c0e/view,17/03/2024 20:23:04
"Median Age of Female Divorcees under the Women's Charter by Ethnic Group, Annual",Jan 2023 - Feb 2023,Updated 9 months ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_d3d406423c7306716cb4cd1922975d8c/view,17/03/2024 20:23:04
